content_id,content_type,content_name,titre_avis,note,texte,date_clean,sentiment_label,sentiment_score,sentiment_confidence,coherence,scraped_at
182745,film,Intouchables,,4.0,"Si cette comédie n est pas le chef d œuvre tant attendu, François Cluzet et Omar Sy nous font passer un très bon moment de cinéma dans un film simplement drôle, émouvant et profondément humaniste mais qui souffre de la lourdeur des nombreux clichés qu il déroule. A voir tout de même pour la qualité de l interprétation. Encore une fois, histoire vraie et box-office ne riment pas avec chef d œuvre !",2011-12-04,3 stars,3,0.5042,coherent,2026-04-02T22:34:49.070862
182745,film,Intouchables,,2.0,"Pure comédie à formule, reposant sur la vieille recette de l association des contraires. Philippe est blanc, riche et invalide ; Driss est noir, pauvre et bien portant. Le premier aime la musique classique, l opéra, la poésie et l art contemporain ; le second s en moque et ne jure que par ses groupes musicaux préférés, Earth, Wind and Fire et Kool and the Gang. Aucun cliché sociologique ne nous est épargné  hôtel particulier, belle voiture, jet privé pour l heureux habitant du 16e arrondissement parisien ; HLM, délinquance pour le pauvre gars de la banlieue . On a beau nous dire qu il s agit d une histoire vraie, peu importe. Les personnages principaux et leurs univers respectifs sont des caricatures.Le récit est également assez prévisible, même s il joue sur les  improbables  : amitié improbable, rencontre amoureuse improbable  Les scénaristes et réalisateurs, Éric Toledano et Olivier Nakache, ont sorti tous les ingrédients de la comédie populaire, avec ses bons sentiments, son mélange d humour et d émotion. Rien de mal à cela. Mais sans traitement original, ce sont des facilités  Reste le savoir-faire, indéniable. Il y a dans ce film un côté bien emballé. C est un feel-good movie conçu comme tel, avec un duo d acteurs  Cluzet Sy  qui fonctionne bien, des vannes qui claquent, une BO agréable.Cependant, il est difficile de ne pas trouver cette comédie naïve et décalée avec son temps, coincée dans une bulle idéale, célébrant la fraternité entre les couches sociales les plus opposées. Fraternité peut-être, mais pas égalité. Par exemple, le personnage de Philippe semble s intéresser bien moins, et plus tardivement, à l histoire de Driss, que Driss ne s intéresse à la sienne. Derrière la  belle histoire  de cet aristo blanc qui s amuse avec un jeune noir, rigolo et gentil, tout en lui permettant de se cultiver et de retrouver le droit chemin moral, on peut se demander s il n y a pas une vision sociale véhiculant les vieux fondements d un ordre établi entre Blancs et Noirs, riches et pauvres. Entre la générosité et la condescendance, la frontière est parfois trouble.",2025-06-07,4 stars,4,0.4883,sous-estime,2026-04-02T22:34:49.070862
182745,film,Intouchables,,5.0,"Véritable chef d'oeuvre et amplement mérité, Intouchables nous fait découvrir des liens forts entre un jeune de banlieue et un tétraplégique que tout oppose. Beaucoup de rires mais également une très forte émotion, j'en suis ressortie émue, à aller voir absolument !",2011-12-04,5 stars,5,0.8935,coherent,2026-04-02T22:34:49.070862
182745,film,Intouchables,,1.5,"Dernier buzz cinématographique à tel point que ça en est devenu un véritable phénomène de société, il m'a pris par un coup de folie d'aller voir cette merveilleuse histoire entre un riche tétraplégique et un jeune de banlieue. Sincèrement, je ne vois pas en quoi il y a quelque chose de merveilleux là-dedans. Entre un François Cluzet qui semble s'emm rder ferme dans son rôle et un Omar Sy qui, à chaque seconde, lance une vanne censée sortir des clichés et ne montrer aucune pitié envers les handicapés, on assiste à un festival de démagogie de bas étage.En effet, ce film, censé tuer les clichés en évitant de sombrer dans le pathétique, le fait de fort belle manière en cachant son petit jeu. Le personnage d'Omar est construit comme étant sans pitié envers le personnage de Cluzet, et de cette façon, le spectateur moyen croît que tous les clichés sont balayés. Or, le cliché est présent et ce du début à la fin. Présenter la famille de Driss comme étant composée de plusieurs enfants qui plus est sont des gros m rdeux, sans compter la mère femme de ménage, de même que le frère dealer, non d'accord c'est pas cliché tout ça.A cela, ajoutez des vannes typiquement boeufs concernant l'opéra, la musique classique, etc, ce n'est toujours pas cliché non?Mais ce qui est d'autant plus regrettable, c'est de voir comment l'évolution de Driss après avoir passé plusieurs semaines en compagnie de Phillippe, vis à vis de la culture et de son comportement soit complètement baclé. Aucune subtilité en ce qui concerne l'intérêt de Driss à la peinture par exemple, ou a ses connaissances sur la musique, rapidement torchée lors d'une scène vers la fin, vite fait bien fait. Côté technique c'est très très mitigé. Enfin, c'est simple, on a l'impression de se retrouver devant un téléfilm pour TF1 avec mouvements de caméras, travellings bien dégueulasses sans oublier une mise en scène proche du zéro  Toledano et Nakache étant bien plus inspirés pour ""Nos jours heureux"" . Rajoutez à cela une musique omniprésente qui pousse le spectateur à verser une larme... Mais... attendez? Ce film n'était pas censé éviter toute forme de pathétisme? En gros, toutes les promesses que jurait ce film n'était qu'un leurre.Résultat, c'est triste. C'est triste que des millions de français aillent au cinéma voir ce genre de film alors que d'autres petites perles, et traitant d'une meilleure manière ce même sujet, n'attendent que d'être vues. Même moi je regrette d'avoir versé de l'argent dans ce qui est, pour la plupart, le meilleur film français de l'année 2011.En gros, le tandem Toledano Nakache nous livrent l'adaptation d'une histoire VRAIE  il faut le préciser tout de même!  et rentrent dans le système bâteau afin de séduire le spectateur: un montage banal et déja-vu, des vannes peu inspirées lançés à tire-larigot et une histoire dégoulinante de bons sentiments. Comme quoi, il en faut peu finalement pour contenter le spectateur...",2012-01-03,2 stars,2,0.4084,coherent,2026-04-02T22:34:49.072050
182745,film,Intouchables,,3.0,"A moins d'être parti trois mois en vacances dans un igloo d'Antarctique, il est impossible de ne pas avoir entendu parler d'""Intouchables"" ces-derniers temps. Véritable raz-de-marée cinéma de la fin d'année 2011, le film a fait l'effet d'un matraquage télé, radio, publicitaire, et même de la part de vos proches, à tel point qu'on peut s'en trouver dégoûté avant même de l'avoir vu. La dernière fois que cela nous est arrivé, c'était il y a un peu moins de quatre ans avec le succès des ""Ch'tis"", et on se demande encore comment le film de Dany Boon a fait pour devenir un tel carton. A croire que le public tricolore n'aime que les comédies franchouillardes et populistes, d'une qualité cinématographique et scénaristique aussi maigre que celle d'un porno hongrois. Donc il y a de quoi avoir peur lorsqu'un film comique fait tant d'entrées ! Mais cette fois, les réalisateurs de Je préfère qu'on reste amis et Nos jours heureux rehaussent le niveau, en nous offrant un divertissement de standing simple mais jamais simpliste, touchant, frais et pétillant, à l'humour ravageur et surtout plein de bonne humeur, servi par un duo d'acteurs lancé à la vitesse d'une Maseratti, Omar Sy en pilote intouchable. S'inspirant d'une histoire vraie, ils font côtoyer la France d'en bas et celle des aristocrates en évitant les lourdeurs du pathos et les pièges du cliché, et en agrémentant cette ode à l'amitié de répliques appelées à devenir cultes. Touché !Retrouvez ma critique complète de ""Intouchables"", avec photos et anecdotes, ainsi que celles de films divers et variés, en ligne sur mon blog : http:  soldatguignol.blogs.allocine.fr N'hésitez pas, merci !",2012-01-20,5 stars,5,0.3687,sous-estime,2026-04-02T22:34:49.072050
182745,film,Intouchables,,4.0,"On ne peut pas dire que Intouchables est un chef-d'oeuvre , mais il dépasse tout de même toute les autres comédies française de ces dix dernières années   mais pour moi ça ne sera jamais du niveau de l'équipe du Splendid , Le père noël est une ordure et compagnie  . Mais ça reste un très bon film qui lie humour et émotion par la relation qui ce formera entre nos deux personnages principaux . Avec d'ailleurs un excellent jeu d'acteur de la part de Omar Sy   on retrouve avec plaisir son sourire communicatif  et François Cluzet . Bien que ce film soit un peux trop ""gentil"" , je veux dire par là que tout le monde est gentil , et que tout les milieux sociaux ce rencontre , ce jaugent et au final s apprécient et boivent des coups ensemble , hors de la réalité donc . Mais ce n'est pas vraiment le plus important car les scènes du films ce succèdent avec brio et nous entrainent dans une belle aventure . Succès au box-office beaucoup mieux mérité que les films de Dany Boon , qui au passage n'ont pas la même trempe que le film d'Eric Toledano et Olivier Nakache.Un film à voir donc , rien que pour la qualité, rare dans l'industrie cinématographique français .",2013-08-18,4 stars,4,0.5793,coherent,2026-04-02T22:34:52.414391
182745,film,Intouchables,,4.5,"j'ai adoré ce film qui aurait pu tomber dans le pathosloin de là il s'agit d'une bonne comédie avec des répliques très marrantesun tandem gagnant 100  Omar est une réelle découverte pour moi, que je connaissais que dans service après vente, que je ne trouvais pas terrible.Là il dévoile sa capacité cinématographique avec une palette plus étendueCluzet l'un de mes acteurs fétiches qui est admirable dans ce rôle , là on se rend compte de son visage très expressifun bon moment de cinéma",2012-01-03,4 stars,4,0.4838,coherent,2026-04-02T22:34:52.415390
182745,film,Intouchables,,5.0,Une grande réussite improbable. Deux mondes et deux personnes totalement opposées vont se s'apprivoiser et se lier d'une amitié peu commune. Rire garanti du début à la fin !,2015-02-09,5 stars,5,0.7467,coherent,2026-04-02T22:34:52.415390
182745,film,Intouchables,,5.0,"Grande surprise, alors que la bande-annonce ne dégageait rien de spéciale... Un bon moment à passer devant ce long-métrage, on rigole, on pleure, on est ému. Très bonne claque émotionnelle française. Le duo François Cluzet et Omar Sy, est attachant. Le cinéma français nous prouve qu'il a encore de la carrure !",2021-11-07,5 stars,5,0.4793,coherent,2026-04-02T22:34:52.415390
182745,film,Intouchables,,4.0,"J'imagine que si j'avais écrit cette critique avant le succès phénoménal qu'à rencontré   Intouchables  , celle-ci aurait été un peu différente. J'ai beau continuer de penser que ces 19 millions d'entrées sont totalement excessifs, le plaisir que j'ai pu ressentir durant cette avant-première m'empêche quasiment d'émettre une quelconque réserve sur le film. Et pourtant, il y aurait moyen. Car comme d'habitude, les réalisateurs de   Nos jours heureux   ne font pas dans l'audace dans cette représentation très   tout le monde est gentil, tout le monde s'aime, les riches, les pauvres, aucune différence, c'est merveilleux  . Un vrai conte de fées, totalement déconnecté du monde et de la société dans laquelle nous vivons, contrairement aux analyses surréalistes que j'ai pu lire parfois dans la presse. Mais au fond, qu'est-ce qu'on s'en fout... C'est d'ailleurs cela que j'aime chez Eric Tolédano et Olivier Nakache : une absence totale de cynisme au profit des dialogues, des personnages, des situations... Assurément les deux amis savent y faire pour nous offrir nombre de moments aussi efficaces qu'irrésistibles, l'équilibre constant entre rires et émotions faisant en définitive des merveilles. Ce sentiment ne nous quittera d'ailleurs jamais tant ces deux heures passés avec Philippe et Driss passent à la vitesse de l'éclair par un rythme endiablé et cette façon remarquable de nous prouver que l'on peut rire de tout. Les réalisateurs ont d'ailleurs beau ne pas être de grands techniciens, ces derniers restent capables de nous surprendre, comme en témoigne l'excellente scène d'introduction, sans parler des nombreuses autres qualités qui leur permettent de compenser ces petites lacunes comme une lettre à la poste. Rarissimes aujourd'hui sont les comédies capables de nous procurer autant de joie et un tandem aussi marquant que celui formé par François Cluzet et Omar Sy, et en plus elle est française... Ne serait-ce que pour cela, on ne peut que lui dire merci.",2011-10-20,3 stars,3,0.3851,coherent,2026-04-02T22:34:52.415390
182745,film,Intouchables,,4.0,"Porté par une critique unanime presse comme spectateurs ,""Intouchables"" tient toutes ses promesses,et est effectivement la comédie de l'année 2011.De toute façon,comment être déçu par le duo de réalisateurs Eric Toledano Olivier Nakache qui ont toujours fait mouche avec leurs comédies attachantes,naviguant aisément entre rires et larmes.""Intouchables"" est l'aboutissement de leur vision du cinéma,où les émotions les plus contradictoires se bousculent dans une même scène.La relation entre un riche aristocrate tétraplégique et un jeune de banlieue abonné au Pôle Emploi aurait pu être scabreuse.Elle est juste solaire et gaie.Préférant désamorcer le pathos sur le handicap de Philippe pour mieux célébrer la vie et le courage de se battre,les 2 réalisateurs,grâce à un scénario parfait,parviennent à un subtil équilibre entre l'humour décapant et la sensibilité à fleur de peau.Le duo François Cluzet Omar Sy,basé sur des contraires que tout rapproche,est magique.Le premier,comme toujours impeccable et investi,est éclipé par la prestation du trublion de Canal !Sans son compère Fred,Omar n'a jamais été aussi juste et touchant.Il rayonne sur le film,balançant les vannes écrites pour lui avec une facilité déconcertante,et sachant se faire plus subtil,notamment dans sa situation sociale précaire.Un feel-good movie à la française,qui distillera du bonheur chez tous les spectateurs!",2011-11-03,3 stars,3,0.4169,coherent,2026-04-02T22:34:52.415390
182745,film,Intouchables,,5.0,"Un superbe film qui mérite amplement le succès qui récolte. François Cluzet et Omar Sy forment un duo qui restera dans les anales du cinéma. Une magnifique histoire vraie, hilarante et vraiment touchante. Petit défaut : La fin traîne un peu en longueur mais rien de bien grave. A voir obligatoirement.",2011-12-04,5 stars,5,0.5343,coherent,2026-04-02T22:34:52.415390
